,direction,energy,field,filename,functional,molecule,multiplicity,no_scf_cycles,orbital_threshold,precision,property_threshold,u_norm,u_x,u_y,u_z,walltime
1454,non,-341.7350333826141,0,ph_pbe_000.out,pbe,ph,3,15,1e-06,1e-07,-1.0,0.16554929116,-1.0393218742e-11,-1.0323363407e-11,-0.16554929116,1595.934
1455,non,-39.1089119020757,0,ch2-t_pbe_000.out,pbe,ch2-t,3,17,1e-06,1e-07,-1.0,0.23202018107,-1.0682691323e-09,-5.3511906272e-08,-0.23202018107,1392.984
1456,x,-364.5627750994278,+0.001,sio_pbe_+0001_x.out,pbe,sio,1,11,1e-06,1e-07,-1.0,1.1415522327,0.028425005391,-5.8440532598e-11,-1.1411982821,7812.426
1457,x,-95.77661917279856,-0.001,ch3nh2_pbe_-0001_x.out,pbe,ch3nh2,1,12,1e-06,1e-07,-1.0,0.5259395794,-0.13076748388,0.50942350392,2.9375955392e-10,6672.506
1458,z,-199.4366676083604,-0.001,f2_pbe_-0001_z.out,pbe,f2,1,12,1e-06,1e-07,-1.0,0.012756502612,-4.9343542535e-10,-2.1073778487e-09,-0.012756502612,5735.731
1459,y,-100.4025207414612,+0.001,hf_pbe_+0001_y.out,pbe,hf,1,8,1e-06,1e-07,-1.0,0.68675145182,5.6799370504e-11,0.0059394791858,0.68672576707,2174.705
1460,x,-25.61157903157437,-0.001,bh2_lda_-0001_x.out,lda,bh2,2,17,1e-06,1e-07,-1.0,0.2126099529,-0.0212312722,0.21154721732,-4.0172110148e-12,5954.83
1461,z,-139.6574398374297,+0.001,ch3f_pbe_+0001_z.out,pbe,ch3f,1,10,1e-06,1e-07,-1.0,0.62536957183,-1.5737991874e-09,1.4603587858e-05,-0.62536957166,5659.506
1462,y,-497.7810822628988,-0.001,sf_pbe_-0001_y.out,pbe,sf,2,24,1e-06,1e-07,-1.0,0.21469482864,-0.00049527470751,-0.024193148763,-0.21332678149,34142.67
1463,x,-139.658083207266,+0.001,ch3f_pbe_+0001_x.out,pbe,ch3f,1,11,1e-06,1e-07,-1.0,0.64427627332,0.017307452991,1.9746598797e-05,-0.64404376252,6011.416
1464,z,-25.61157928863673,-0.001,bh2_lda_-0001_z.out,lda,bh2,2,11,1e-06,1e-07,-1.0,0.2126116856,-4.6376025233e-12,0.21149670864,-0.021745599318,3635.661
1465,x,-199.4366647658481,-0.001,f2_pbe_-0001_x.out,pbe,f2,1,12,1e-06,1e-07,-1.0,0.0070648734888,-0.0070648734887,-1.0736128452e-10,2.4101980512e-08,6794.263
1466,z,-95.77651596577869,-0.001,ch3nh2_pbe_-0001_z.out,pbe,ch3nh2,1,11,1e-06,1e-07,-1.0,0.51916451557,-0.10068253474,0.508689593,-0.025094210439,6051.999
1467,z,-364.5616375661123,+0.001,sio_pbe_+0001_z.out,pbe,sio,1,10,1e-06,1e-07,-1.0,1.1053985942,-9.3091507556e-10,-5.2377247117e-09,-1.1053985942,7139.949
1468,y,-509.3984579135344,-0.001,cso_lda_-0001_y.out,lda,cso,1,10,1e-06,1e-07,-1.0,0.33724868448,-4.1580470643e-10,-0.026440297076,-0.33621062725,7785.566
1469,x,-151.4777203498977,+0.001,hooh_pbe_+0001_x.out,pbe,hooh,1,12,1e-06,1e-07,-1.0,0.59867089696,0.014621664302,0.0012716040469,0.59849096302,5763.422
1470,non,-91.95685549284836,0,cn_lda_000.out,lda,cn,2,33,1e-06,1e-07,-1.0,0.44715398956,1.5962398833e-06,3.2721511434e-06,0.44715398955,2865.574
1471,z,-340.7312125666285,-0.001,alf_lda_-0001_z.out,lda,alf,1,9,1e-06,1e-07,-1.0,0.61189987645,5.2630281223e-10,-4.2713831437e-09,-0.61189987645,5277.998
1472,x,-342.3622126615786,-0.001,ph2_pbe_-0001_x.out,pbe,ph2,2,12,1e-06,1e-07,-1.0,0.21303529616,-0.029365722104,-1.0504141788e-11,0.21100163927,9419.18
1473,x,-199.9551595385874,+0.001,mg_pbe_+0001_x.out,pbe,mg,1,8,1e-06,1e-07,-1.0,0.074026770088,0.074026770088,-7.4518006576e-12,-7.1150629025e-12,2555.951
1474,x,-597.612160163714,-0.001,sf2_pbe_-0001_x.out,pbe,sf2,1,12,1e-06,1e-07,-1.0,0.31463066893,-0.024058102462,2.1582314404e-08,0.31370952414,11540.22
1475,z,-34.71957536330923,-0.001,libh4_pbe_-0001_z.out,pbe,libh4,1,9,1e-06,1e-07,-1.0,2.3746787681,-6.9359748359e-12,-3.5246549939e-05,-2.3746787679,3929.17
1476,z,-751.2363881721232,+0.001,sih3cl_pbe_+0001_z.out,pbe,sih3cl,1,10,1e-06,1e-07,-1.0,0.42490861453,-4.0794185597e-09,1.1587171065e-06,-0.42490861453,10353.68
1477,x,-128.9849710613086,+0.001,no_lda_+0001_x.out,lda,no,2,12,1e-06,1e-07,-1.0,0.096874149195,0.0098123246782,-1.0191145266e-11,0.096375925763,9467.88
1478,y,-8.047365808141233,+0.001,lih_pbe_+0001_y.out,pbe,lih,1,8,1e-06,1e-07,-1.0,2.2090780833,-2.6053662526e-12,0.034104867147,-2.2088148035,1545.332
1479,y,-55.83657710620145,-0.001,nh2_pbe_-0001_y.out,pbe,nh2,2,9,1e-06,1e-07,-1.0,0.67706946323,-5.5270815407e-12,-0.0134521155,0.67693581574,4506.524
1480,x,-167.9064097830646,-0.001,nco_pbe_-0001_x.out,pbe,nco,2,22,1e-06,1e-07,-1.0,0.33945143803,-0.015878850951,9.4232335804e-09,0.33907984439,27311.78
1481,y,-65.26130251527132,-0.001,ch3bh2_lda_-0001_y.out,lda,ch3bh2,1,11,1e-06,1e-07,-1.0,0.34136373475,0.047868281675,-0.33799086824,2.1335573623e-07,4822.908
1482,x,-459.3409558054527,+0.001,hcl_lda_+0001_x.out,lda,hcl,1,8,1e-06,1e-07,-1.0,0.4358655917,0.018164886736,-4.7221856722e-10,0.43548691245,3036.556
1483,y,-173.8009742587732,+0.001,of_lda_+0001_y.out,lda,of,2,9,1e-06,1e-07,-1.0,0.098379179943,6.4127892437e-06,0.0085939301295,0.098003098778,6592.215
1484,x,-473.1933763595317,-0.001,so-trip_pbe_-0001_x.out,pbe,so-trip,3,14,1e-06,1e-07,-1.0,0.53461293988,-0.021366063313,-5.6667924918e-11,-0.53418581676,15376.73
1485,x,-14.95612088453936,-0.001,li2_pbe_-0001_x.out,pbe,li2,1,8,1e-06,1e-07,-1.0,0.16861579128,-0.16861579128,-4.008138137e-12,-6.4272172009e-07,2194.209
1486,z,-855.5670131300499,+0.001,scl_lda_+0001_z.out,lda,scl,2,17,1e-06,1e-07,-1.0,0.13980677276,-1.3564531021e-09,1.181510164e-09,0.13980677276,25741.77
1487,z,-83.28824084164933,+0.001,h2o-li_lda_+0001_z.out,lda,h2o-li,2,16,1e-06,1e-07,-1.0,0.97047666302,0.035874968635,0.08589940168,0.96600167333,9945.075
1488,z,-291.0883186362624,-0.001,sih3_pbe_-0001_z.out,pbe,sih3,2,10,1e-06,1e-07,-1.0,0.021999867483,1.1267188849e-09,6.9692653426e-08,-0.021999867483,8634.511
1489,z,-129.5633167354523,+0.001,hno_lda_+0001_z.out,lda,hno,1,14,1e-06,1e-07,-1.0,0.63142532879,-1.0745178269e-11,-0.53428976077,0.33650021899,5214.578
1490,z,-128.8664350108933,+0.001,ne_pbe_+0001_z.out,pbe,ne,1,5,1e-06,1e-07,-1.0,0.003075122158,-6.8942254464e-12,-7.2101252268e-12,0.003075122158,1502.501
1491,z,-114.4301554952456,-0.001,hcho_pbe_-0001_z.out,pbe,hcho,1,12,1e-06,1e-07,-1.0,0.89784051988,6.6241922367e-11,-1.0466417857e-11,-0.89784051988,5738.659
1492,x,-111.0029584086486,+0.001,n2h4_lda_+0001_x.out,lda,n2h4,1,11,1e-06,1e-07,-1.0,1.0735574792,0.022622642614,0.00032500814768,1.0733190447,6416.219
1493,non,-113.650500228932,0,hcho_lda_000.out,lda,hcho,1,22,1e-06,1e-07,-1.0,0.89865219917,4.6258171593e-09,1.1189340868e-09,-0.89865219917,1238.505
1494,x,-917.473965138348,-0.001,cl2_lda_-0001_x.out,lda,cl2,1,12,1e-06,1e-07,-1.0,0.026474651183,-0.026474651183,-2.2632136083e-11,-9.9301826385e-10,11974.62
1495,z,-54.53576316542069,+0.001,n_pbe_+0001_z.out,pbe,n,4,9,1e-06,1e-07,-1.0,0.0083487201595,-4.5603967297e-12,-4.7817456898e-12,0.0083487201595,3110.503
1496,y,-188.4350155681084,-0.001,hcooh_lda_-0001_y.out,lda,hcooh,1,15,1e-06,1e-07,-1.0,0.56367660189,-0.55246808071,-0.11184959238,4.1959013556e-09,10667.82
1497,y,-99.95812063603175,+0.001,bo_pbe_+0001_y.out,pbe,bo,2,14,1e-06,1e-07,-1.0,0.85928925597,-8.2020659597e-12,0.016540187574,-0.8591300528,9293.886
1498,y,-92.64960361663913,-0.001,cn_pbe_-0001_y.out,pbe,cn,2,23,1e-06,1e-07,-1.0,0.45462774262,-5.4441236405e-10,-0.017422590324,0.45429377908,16300.22
1499,y,-436.0380029569632,+0.001,cs_pbe_+0001_y.out,pbe,cs,1,12,1e-06,1e-07,-1.0,0.79038764757,-3.4485016935e-09,0.024476075608,0.79000857916,7190.426
1500,z,-589.8840716299283,+0.001,nocl_pbe_+0001_z.out,pbe,nocl,1,18,1e-06,1e-07,-1.0,0.68459353032,0.34026333264,0.59357456723,0.023630475016,16809.21
1501,z,-7.462252520132072,-0.001,li_pbe_-0001_z.out,pbe,li,2,9,1e-06,1e-07,-1.0,0.14219686801,-1.899673318e-12,-1.9968151979e-12,-0.14219686801,1757.078
1502,y,-1314.367885843903,+0.001,scl2_lda_+0001_y.out,lda,scl2,1,16,1e-06,1e-07,-1.0,0.13682036901,2.9899830238e-08,0.072059749066,0.11630651719,18484.39
1503,z,-223.9796108149111,-0.001,o3_lda_-0001_z.out,lda,o3,1,14,1e-06,1e-07,-1.0,0.26419447319,-1.5992591064e-11,-3.9362744175e-09,-0.26419447319,9561.659
1504,z,-15.66059619286601,-0.001,beh2_lda_-0001_z.out,lda,beh2,1,6,1e-06,1e-07,-1.0,0.022154380437,-3.8706091337e-12,-3.9885054688e-12,-0.022154380437,1236.52
1505,y,-175.0762374390899,+0.001,fh-oh_lda_+0001_y.out,lda,fh-oh,2,99,1e-06,1e-07,-1.0,1.2693038763,0.65916399958,0.012279813067,-1.0846586367,92629.77
1506,y,-188.4923980689881,+0.001,co2_pbe_+0001_y.out,pbe,co2,1,10,1e-06,1e-07,-1.0,0.013362613925,-1.4046481793e-11,0.013362613925,-4.2045877449e-10,6739.053
1507,non,-8.047348759814653,0,lih_pbe_000.out,pbe,lih,1,11,1e-06,1e-07,-1.0,2.2090528757,-2.6043710088e-12,-2.6899554016e-12,-2.2090528757,475.9408
1508,x,-77.86314550413834,+0.001,c2h4_lda_+0001_x.out,lda,c2h4,1,8,1e-06,1e-07,-1.0,0.023370247228,0.023370247228,8.9528576756e-12,6.0597020839e-09,4116.514
1509,z,-108.6998943935075,+0.001,n2_lda_+0001_z.out,lda,n2,1,10,1e-06,1e-07,-1.0,0.015348571152,-9.371036739e-12,-9.4482954954e-12,0.015348571152,3875.172
1510,y,-291.7340502693458,+0.001,sih4_pbe_+0001_y.out,pbe,sih4,1,8,1e-06,1e-07,-1.0,0.033102526728,-3.7776094757e-11,0.033102526728,1.0926063356e-11,4142.667
1511,non,-64.60748937974253,0,ch2bh_pbe_000.out,pbe,ch2bh,1,18,1e-06,1e-07,-1.0,0.20025866068,-3.5820312596e-11,1.6318315809e-10,-0.20025866068,1250.288
1512,non,-291.0883148575032,0,sih3_pbe_000.out,pbe,sih3,2,16,1e-06,1e-07,-1.0,0.014414734525,4.2234141694e-08,-4.8517480811e-08,0.014414734525,2105.196
1513,y,-114.8498035744667,-0.001,ch3oh_lda_-0001_y.out,lda,ch3oh,1,12,1e-06,1e-07,-1.0,0.63657191715,0.53515090619,0.34472788299,-7.8595880626e-11,5673.069
1514,y,-211.7085668128966,+0.001,fco_lda_+0001_y.out,lda,fco,2,20,1e-06,1e-07,-1.0,0.29614870585,-0.29137734241,0.052946202003,-3.0049773709e-08,20090.28
1515,z,-797.2980682879291,-0.001,s2h2_pbe_-0001_z.out,pbe,s2h2,1,13,1e-06,1e-07,-1.0,0.38952288521,4.5799000745e-11,2.1458901314e-10,0.38952288521,12378.27
1516,x,-525.9462009349611,+0.001,ar_lda_+0001_x.out,lda,ar,1,7,1e-06,1e-07,-1.0,0.011995743723,0.011995743723,-1.2623872045e-11,-1.2127903565e-11,2607.206
1517,z,-416.6313042556744,+0.001,ph2oh_lda_+0001_z.out,lda,ph2oh,1,11,1e-06,1e-07,-1.0,0.2327586845,-0.18068830248,-0.047201026085,-0.13892590002,8357.006
1518,non,-75.69025415859157,0,oh_pbe_000.out,pbe,oh,2,16,1e-06,1e-07,-1.0,0.62727593016,-5.7507800454e-12,-5.4140690213e-12,-0.62727593016,1299.177
1519,z,-54.76683601924848,-0.001,nh_lda_-0001_z.out,lda,nh,3,10,1e-06,1e-07,-1.0,0.58954135098,-5.2186536582e-12,-5.4277281481e-12,0.58954135098,3505.666
1520,x,-211.7082428714333,+0.001,fco_lda_+0001_x.out,lda,fco,2,19,1e-06,1e-07,-1.0,0.27031009743,-0.2679587501,0.035576073662,-5.2126013062e-08,17938.7
1521,y,-525.9462009385086,+0.001,ar_lda_+0001_y.out,lda,ar,1,7,1e-06,1e-07,-1.0,0.011995743719,-1.2066668844e-11,0.011995743719,-1.2137534885e-11,2597.723
1522,x,-114.8496371127069,-0.001,ch3oh_lda_-0001_x.out,lda,ch3oh,1,10,1e-06,1e-07,-1.0,0.63249883604,0.51278742146,0.37027535428,-2.0537631569e-10,4697.593
1523,x,-291.7340502693461,+0.001,sih4_pbe_+0001_x.out,pbe,sih4,1,8,1e-06,1e-07,-1.0,0.033102526557,0.033102526557,-2.3973594877e-11,1.0146713241e-11,4361.143
1524,x,-188.4923980689882,+0.001,co2_pbe_+0001_x.out,pbe,co2,1,10,1e-06,1e-07,-1.0,0.013362613924,0.013362613924,-1.416136209e-11,-4.2034850365e-10,6157.579
1525,y,-77.86314711283404,+0.001,c2h4_lda_+0001_y.out,lda,c2h4,1,9,1e-06,1e-07,-1.0,0.026586798052,-1.0697767519e-11,0.026586798052,9.6841529781e-09,4477.899
1526,non,-1318.130830180766,0,scl2_pbe_000.out,pbe,scl2,1,44,1e-06,1e-07,-1.0,0.117903668,7.791585784e-07,-4.8296101868e-07,0.117903668,8791.735
1527,x,-175.0768976627899,+0.001,fh-oh_lda_+0001_x.out,lda,fh-oh,2,18,1e-06,1e-07,-1.0,1.2789789591,0.67355888486,1.3949697807e-06,-1.0872468011,16618.22
1528,non,-342.9971682507575,0,ph3_pbe_000.out,pbe,ph3,1,14,1e-06,1e-07,-1.0,0.2372717469,-1.0676387651e-10,3.6143172238e-06,-0.23727174688,1395.496
1529,x,-1314.367869892497,+0.001,scl2_lda_+0001_x.out,lda,scl2,1,16,1e-06,1e-07,-1.0,0.12303593431,0.040164676576,6.316351096e-10,0.11629548524,21036.35
1530,non,-111.0029470942972,0,n2h4_lda_000.out,lda,n2h4,1,21,1e-06,1e-07,-1.0,1.0733224667,6.1185662365e-10,1.6601904324e-09,1.0733224667,1790.665
1531,z,-395.9001276397337,+0.001,np_pbe_+0001_z.out,pbe,np,1,10,1e-06,1e-07,-1.0,1.0324507608,-1.4276538206e-11,-1.4709870965e-11,-1.0324507608,6289.101
1532,z,-416.628643361669,+0.001,ph3o_lda_+0001_z.out,lda,ph3o,1,10,1e-06,1e-07,-1.0,1.3746860584,-1.9733972612e-05,-9.9354562535e-10,-1.3746860582,6172.569
1533,x,-92.64960361664657,-0.001,cn_pbe_-0001_x.out,pbe,cn,2,23,1e-06,1e-07,-1.0,0.45462774309,-0.017422587372,-1.122644612e-09,0.45429377965,15139.37
1534,non,-418.2035560302043,0,ph3o_pbe_000.out,pbe,ph3o,1,20,1e-06,1e-07,-1.0,1.3676694112,-2.27550745e-05,-3.5058109597e-09,-1.3676694111,2323.321
1535,x,-436.0380029568544,+0.001,cs_pbe_+0001_x.out,pbe,cs,1,12,1e-06,1e-07,-1.0,0.79038764768,0.024476076719,-1.7589155778e-09,0.79000857924,6572.406
1536,x,-99.95812063603181,+0.001,bo_pbe_+0001_x.out,pbe,bo,2,14,1e-06,1e-07,-1.0,0.85928925612,0.016540187825,-8.1679686574e-12,-0.85913005295,9065.34
1537,x,-188.4354824297156,-0.001,hcooh_lda_-0001_x.out,lda,hcooh,1,17,1e-06,1e-07,-1.0,0.58634011883,-0.57987904965,-0.086804508677,2.5023354642e-09,13037.86
1538,non,-254.9726476911688,0,nacn_pbe_000.out,pbe,nacn,1,22,1e-06,1e-07,-1.0,3.3692700664,-1.7739078872,-2.8644775419,-1.5990934499e-10,2134.313
1539,z,-438.5129429605392,+0.001,ch3sh_pbe_+0001_z.out,pbe,ch3sh,1,10,1e-06,1e-07,-1.0,0.62438309062,-0.46861443125,0.39231934765,0.12782913648,6846.281
1540,z,-93.35364480699029,-0.001,hcn_pbe_-0001_z.out,pbe,hcn,1,10,1e-06,1e-07,-1.0,1.1343541781,-6.6034982159e-09,-1.3527082934e-08,1.1343541781,3926.269
1541,z,-100.6363062866522,+0.001,hbo_pbe_+0001_z.out,pbe,hbo,1,10,1e-06,1e-07,-1.0,0.99495211372,-9.0366611332e-12,-8.9995696257e-12,-0.99495211372,3915.234
1542,y,-917.473965138181,-0.001,cl2_lda_-0001_y.out,lda,cl2,1,12,1e-06,1e-07,-1.0,0.026474651187,-2.3438074804e-11,-0.026474651187,-9.3659731514e-10,11304.98
1543,y,-111.0029607544591,+0.001,n2h4_lda_+0001_y.out,lda,n2h4,1,13,1e-06,1e-07,-1.0,1.0736573541,0.00032673688901,0.027314489942,1.0733097996,7075.223
1544,non,-54.53575898812348,0,n_pbe_000.out,pbe,n,4,9,1e-06,1e-07,-1.0,7.9996167112e-12,-4.53530102e-12,-4.7572111619e-12,-4.5600278667e-12,685.2315
1545,z,-379.6219823372085,+0.001,ch2ph_lda_+0001_z.out,lda,ch2ph,1,11,1e-06,1e-07,-1.0,0.37035211146,0.31513074277,-1.400783413e-09,0.19455924914,6731.692
1546,y,-14.95612088453934,-0.001,li2_pbe_-0001_y.out,pbe,li2,1,8,1e-06,1e-07,-1.0,0.16861579128,-3.9387941028e-12,-0.16861579128,-6.4272171554e-07,2006.261
1547,y,-473.1933763590616,-0.001,so-trip_pbe_-0001_y.out,pbe,so-trip,3,14,1e-06,1e-07,-1.0,0.5346129399,3.9637825636e-11,-0.021366063234,-0.53418581678,17816.72
1548,x,-173.800973959096,+0.001,of_lda_+0001_x.out,lda,of,2,12,1e-06,1e-07,-1.0,0.098323516441,0.0079936400898,7.2534024464e-06,0.097998038505,9469.866
1549,z,-76.53848476900853,-0.001,c2h_pbe_-0001_z.out,pbe,c2h,2,15,1e-06,1e-07,-1.0,0.27208062294,-5.903017463e-07,-1.210057087e-06,0.27208062294,11720.34
1550,y,-459.3409558054521,+0.001,hcl_lda_+0001_y.out,lda,hcl,1,8,1e-06,1e-07,-1.0,0.43586559173,-2.4157484422e-11,0.01816489258,0.43548691224,3297.666
1551,x,-65.26094879189344,-0.001,ch3bh2_lda_-0001_x.out,lda,ch3bh2,1,10,1e-06,1e-07,-1.0,0.30158362969,0.020727068604,-0.30087052751,2.0550992008e-07,4760.873
1552,y,-167.9064099280446,-0.001,nco_pbe_-0001_y.out,pbe,nco,2,11,1e-06,1e-07,-1.0,0.33946913815,-8.3187064471e-07,-0.01617023566,0.33908379382,13134.22
1553,z,-77.18472817398761,-0.001,c2h3_lda_-0001_z.out,lda,c2h3,2,18,1e-06,1e-07,-1.0,0.30757211802,-0.25800868277,-0.16588587584,-0.02267164739,13004.75
1554,z,-14.44723137464237,+0.001,be_lda_+0001_z.out,lda,be,1,8,1e-06,1e-07,-1.0,0.043805271701,-2.5487186275e-12,-2.6745153156e-12,0.043805271701,1237.91
1555,x,-55.83657617030124,-0.001,nh2_pbe_-0001_x.out,pbe,nh2,2,18,1e-06,1e-07,-1.0,0.67704876637,-0.011570659826,-4.1447596942e-12,0.67694988875,8853.212
1556,y,-128.9849717872412,+0.001,no_lda_+0001_y.out,lda,no,2,12,1e-06,1e-07,-1.0,0.097048241541,-9.993692514e-12,0.011263888182,0.096392354516,8891.562
1557,z,-174.4618125605824,+0.001,hof_lda_+0001_z.out,lda,hof,1,19,1e-06,1e-07,-1.0,0.7429139447,-0.65779422747,-4.6835356401e-09,0.34529390891,8122.923
1558,x,-8.047365808141228,+0.001,lih_pbe_+0001_x.out,pbe,lih,1,8,1e-06,1e-07,-1.0,2.2090780833,0.034104867147,-2.6961102762e-12,-2.2088148035,1674.182
1559,non,-466.2080175619251,0,licl_lda_000.out,lda,licl,1,16,1e-06,1e-07,-1.0,2.6861454875,1.9508639898e-10,7.8396480667e-09,-2.6861454875,1136.126
1560,y,-199.9551595379939,+0.001,mg_pbe_+0001_y.out,pbe,mg,1,8,1e-06,1e-07,-1.0,0.074026770083,-7.0644504862e-12,0.074026770083,-7.1199930709e-12,2768.387
1561,y,-342.3622135979469,-0.001,ph2_pbe_-0001_y.out,pbe,ph2,2,9,1e-06,1e-07,-1.0,0.21328511214,-1.0202430215e-11,-0.031235161337,0.21098555343,7083.454
1562,y,-597.6121615670983,-0.001,sf2_pbe_-0001_y.out,pbe,sf2,1,12,1e-06,1e-07,-1.0,0.31491938537,-5.9640302462e-08,-0.027270795687,0.31373639091,11581.5
1563,non,-38.76705521177228,0,ch2-t_lda_000.out,lda,ch2-t,3,16,1e-06,1e-07,-1.0,0.24565593289,-1.9755902182e-09,-7.6747132553e-08,-0.24565593289,1131.451
1564,z,-514.239711692647,+0.001,nh2cl_lda_+0001_z.out,lda,nh2cl,1,21,1e-06,1e-07,-1.0,0.7880314729,0.35633136081,-0.50568626638,0.48816284535,14058.68
1565,y,-151.4777227923119,+0.001,hooh_pbe_+0001_y.out,pbe,hooh,1,19,1e-06,1e-07,-1.0,0.59880920502,0.0012731746638,0.019507392631,0.59849002053,9784.424
1566,x,-509.3984579129421,-0.001,cso_lda_-0001_x.out,lda,cso,1,10,1e-06,1e-07,-1.0,0.3372486844,-0.02644029879,-9.2751141942e-10,-0.33621062703,7758.995
1567,z,-100.4032079415353,+0.001,hf_pbe_+0001_z.out,pbe,hf,1,8,1e-06,1e-07,-1.0,0.69360723117,-6.1424954462e-10,-2.65023212e-09,0.69360723117,2392.198
1568,y,-199.4366647658622,-0.001,f2_pbe_-0001_y.out,pbe,f2,1,12,1e-06,1e-07,-1.0,0.0070648735597,-3.307766027e-11,-0.0070648735597,2.4323386998e-08,6770.538
1569,z,-497.7812964261335,-0.001,sf_pbe_-0001_z.out,pbe,sf,2,13,1e-06,1e-07,-1.0,0.23916332776,6.3574675045e-09,9.5117124329e-09,-0.23916332776,18167.83
1570,y,-139.6580832173117,+0.001,ch3f_pbe_+0001_y.out,pbe,ch3f,1,12,1e-06,1e-07,-1.0,0.6442759455,-5.1690031859e-10,0.017316319969,-0.64404319654,7090.427
1571,non,-340.6178133424575,0,ph_lda_000.out,lda,ph,3,15,1e-06,1e-07,-1.0,0.17604818513,-1.0346348281e-11,-1.0310249434e-11,-0.17604818513,1394.575
1572,non,-497.7810700952684,0,sf_pbe_000.out,pbe,sf,2,29,1e-06,1e-07,-1.0,0.21336584021,7.2579102645e-08,-2.6932113125e-08,-0.21336584021,5378.493
1573,non,-162.1726937234437,0,na_pbe_000.out,pbe,na,2,32,1e-06,1e-07,-1.0,1.147043803e-11,-6.5034085874e-12,-6.8306303105e-12,-6.528331709e-12,4245.521
1574,y,-416.6300509073643,-0.001,ph3o_lda_-0001_y.out,lda,ph3o,1,11,1e-06,1e-07,-1.0,1.4108516427,-2.8145164021e-05,-0.029824669385,-1.4105363682,7405.941
1575,y,-395.9011913447014,-0.001,np_pbe_-0001_y.out,pbe,np,1,12,1e-06,1e-07,-1.0,1.0704559415,-1.4291012716e-11,-0.02477060232,-1.0701693044,7078.504
1576,x,-589.8837362942863,-0.001,nocl_pbe_-0001_x.out,pbe,nocl,1,19,1e-06,1e-07,-1.0,0.6576986571,0.30679837715,0.58175792159,-5.3997886284e-09,17425.66
1577,x,-7.462252520132054,+0.001,li_pbe_+0001_x.out,pbe,li,2,9,1e-06,1e-07,-1.0,0.14219686801,0.14219686801,-1.9954725563e-12,-1.909412542e-12,1768.907
1578,x,-128.8664350105209,-0.001,ne_pbe_-0001_x.out,pbe,ne,1,5,1e-06,1e-07,-1.0,0.0030751221446,-0.0030751221446,-7.210557183e-12,-6.9259260677e-12,1362.806
1579,x,-114.4292762688369,+0.001,hcho_pbe_+0001_x.out,pbe,hcho,1,12,1e-06,1e-07,-1.0,0.87432379644,0.013623878057,-1.3563444336e-11,-0.87421764508,5861.23
1580,z,-111.0018855711799,-0.001,n2h4_lda_-0001_z.out,lda,n2h4,1,10,1e-06,1e-07,-1.0,1.0496905021,1.7559984257e-11,2.9495002173e-10,1.0496905021,5747.6
1581,y,-100.6373199277669,-0.001,hbo_pbe_-0001_y.out,pbe,hbo,1,9,1e-06,1e-07,-1.0,1.0172945667,-9.0390918168e-12,-0.015140695628,-1.0171818887,3211.056
1582,z,-917.4739733735944,+0.001,cl2_lda_+0001_z.out,lda,cl2,1,11,1e-06,1e-07,-1.0,0.042964403788,-1.3915600738e-11,3.3857742661e-10,0.042964403788,9971.992
1583,x,-54.5357631653651,-0.001,n_pbe_-0001_x.out,pbe,n,4,9,1e-06,1e-07,-1.0,0.0083487201956,-0.0083487201956,-4.7823589386e-12,-4.5779248685e-12,2769.704
1584,y,-93.35479819846984,+0.001,hcn_pbe_+0001_y.out,pbe,hcn,1,12,1e-06,1e-07,-1.0,1.157812066,-5.8482387681e-10,0.014716624889,1.1577185327,4811.246
1585,y,-438.5124580727623,-0.001,ch3sh_pbe_-0001_y.out,pbe,ch3sh,1,10,1e-06,1e-07,-1.0,0.59587441058,-0.46786590141,0.35725866872,0.092379949685,6911.259
1586,non,-54.76743191262787,0,nh_lda_000.out,lda,nh,3,16,1e-06,1e-07,-1.0,0.60224216051,-5.2396728734e-12,-5.459449625e-12,0.60224216051,1237.707
1587,non,-550.8311787656495,0,clcn_lda_000.out,lda,clcn,1,26,1e-06,1e-07,-1.0,1.1887266557,2.7865362761e-09,1.0287739506e-07,1.1887266557,2756.673
1588,x,-797.298498486703,+0.001,s2h2_pbe_+0001_x.out,pbe,s2h2,1,12,1e-06,1e-07,-1.0,0.43134669298,0.040144918875,0.0023831582802,0.42946789821,10303.48
1589,z,-525.9462009352471,-0.001,ar_lda_-0001_z.out,lda,ar,1,7,1e-06,1e-07,-1.0,0.011995743718,-1.2069292996e-11,-1.2617541508e-11,-0.011995743718,2860.603
1590,x,-416.6316608893865,-0.001,ph2oh_lda_-0001_x.out,lda,ph2oh,1,12,1e-06,1e-07,-1.0,0.28347054772,-0.21779507755,-0.044595307063,-0.17587528026,9363.158
1591,y,-54.76743690375784,+0.001,nh_lda_+0001_y.out,lda,nh,3,12,1e-06,1e-07,-1.0,0.60232635184,-5.201857231e-12,0.0099813438083,0.60224364413,4238.793
1592,x,-223.9793602906961,+0.001,o3_lda_+0001_x.out,lda,o3,1,19,1e-06,1e-07,-1.0,0.24949251747,0.01232747454,-2.5184281327e-09,-0.24918777989,12284.33
1593,x,-15.66059613642798,+0.001,beh2_lda_+0001_x.out,lda,beh2,1,8,1e-06,1e-07,-1.0,0.022041141333,0.022041141333,-3.9846871223e-12,-3.8668452438e-12,1776.235
1594,z,-77.86315204888494,-0.001,c2h4_lda_-0001_z.out,lda,c2h4,1,11,1e-06,1e-07,-1.0,0.036446366029,-2.8013879821e-11,-6.8507169722e-12,-0.036446366029,5041.35
